,name,label,h,s,v,H,H120,H240
3983,Raw Sienna,65,16.90740740740741,249.62962962962962,247.4351851851852,16.90740740740741,76.9074074074074,136.90740740740742
3984,Raw Sienna,65,16.76851851851852,250.97222222222223,244.88888888888889,16.76851851851852,76.76851851851852,136.76851851851853
3985,Raw Sienna,65,16.90740740740741,250.71296296296296,246.17592592592592,16.90740740740741,76.9074074074074,136.90740740740742
3986,Raw Sienna,65,16.87962962962963,251.4814814814815,244.7037037037037,16.87962962962963,76.87962962962963,136.87962962962962
3987,Raw Sienna,65,16.833333333333332,252.36111111111111,244.12037037037038,16.833333333333332,76.83333333333333,136.83333333333334
3988,Raw Sienna,65,16.935185185185187,250.9351851851852,245.2314814814815,16.935185185185187,76.93518518518519,136.9351851851852
3989,Raw Sienna,65,17.00925925925926,250.02777777777777,246.47222222222223,17.00925925925926,77.00925925925927,137.00925925925927
3990,Raw Sienna,65,16.89814814814815,252.37037037037038,244.25,16.89814814814815,76.89814814814815,136.89814814814815
3991,Raw Sienna,65,16.935185185185187,251.10185185185185,245.0648148148148,16.935185185185187,76.93518518518519,136.9351851851852
3992,Raw Sienna,65,17.01851851851852,249.71296296296296,246.78703703703704,17.01851851851852,77.01851851851852,137.01851851851853
3993,Raw Sienna,65,16.935185185185187,252.8148148148148,243.61111111111111,16.935185185185187,76.93518518518519,136.9351851851852
3994,Raw Sienna,65,17.055555555555557,251.32407407407408,246.11111111111111,17.055555555555557,77.05555555555556,137.05555555555554
3995,Raw Sienna,65,17.046296296296298,249.72222222222223,247.78703703703704,17.046296296296298,77.0462962962963,137.0462962962963
3996,Raw Sienna,65,17.00925925925926,251.1851851851852,245.4814814814815,17.00925925925926,77.00925925925927,137.00925925925927
3997,Raw Sienna,65,17.055555555555557,250.4351851851852,246.7314814814815,17.055555555555557,77.05555555555556,137.05555555555554
3998,Raw Sienna,65,17.09259259259259,249.62962962962962,248.16666666666666,17.09259259259259,77.0925925925926,137.09259259259258
3999,Raw Sienna,65,17.0,250.7962962962963,245.60185185185185,17.0,77.0,137.0
4000,Raw Sienna,65,16.962962962962962,250.59259259259258,246.62037037037038,16.962962962962962,76.96296296296296,136.96296296296296
4001,Raw Sienna,65,16.962962962962962,251.15740740740742,247.00925925925927,16.962962962962962,76.96296296296296,136.96296296296296
4002,Raw Sienna,65,17.01851851851852,251.2314814814815,247.2685185185185,17.01851851851852,77.01851851851852,137.01851851851853
4003,Raw Sienna,65,16.98148148148148,251.24074074074073,247.25,16.98148148148148,76.98148148148148,136.98148148148147
4004,Raw Sienna,65,16.98148148148148,251.47222222222223,246.9814814814815,16.98148148148148,76.98148148148148,136.98148148148147
4005,Raw Sienna,65,17.046296296296298,251.0462962962963,247.87962962962962,17.046296296296298,77.0462962962963,137.0462962962963
4006,Raw Sienna,65,17.13888888888889,250.9814814814815,247.41666666666666,17.13888888888889,77.13888888888889,137.13888888888889
4007,Raw Sienna,65,17.00925925925926,252.00925925925927,245.50925925925927,17.00925925925926,77.00925925925927,137.00925925925927
4008,Raw Sienna,65,17.11111111111111,250.24074074074073,248.24074074074073,17.11111111111111,77.11111111111111,137.11111111111111
4009,Raw Sienna,65,17.055555555555557,250.36111111111111,247.2314814814815,17.055555555555557,77.05555555555556,137.05555555555554
4010,Raw Sienna,65,17.09259259259259,251.0185185185185,246.6851851851852,17.09259259259259,77.0925925925926,137.09259259259258
4011,Raw Sienna,65,17.09259259259259,250.59259259259258,247.89814814814815,17.09259259259259,77.0925925925926,137.09259259259258
4012,Raw Sienna,65,17.14814814814815,250.91666666666666,247.47222222222223,17.14814814814815,77.14814814814815,137.14814814814815
4013,Raw Sienna,65,17.13888888888889,251.09259259259258,247.17592592592592,17.13888888888889,77.13888888888889,137.13888888888889
4014,Raw Sienna,65,17.11111111111111,250.02777777777777,248.13888888888889,17.11111111111111,77.11111111111111,137.11111111111111
4015,Raw Sienna,65,17.11111111111111,250.42592592592592,247.37962962962962,17.11111111111111,77.11111111111111,137.11111111111111
4016,Raw Sienna,65,17.064814814814813,250.30555555555554,246.47222222222223,17.064814814814813,77.06481481481481,137.0648148148148
4017,Raw Sienna,65,17.14814814814815,250.69444444444446,246.7962962962963,17.14814814814815,77.14814814814815,137.14814814814815
4018,Raw Sienna,65,17.15740740740741,250.19444444444446,247.2314814814815,17.15740740740741,77.1574074074074,137.15740740740742
4019,Raw Sienna,65,17.12962962962963,249.7314814814815,247.71296296296296,17.12962962962963,77.12962962962963,137.12962962962962
4020,Raw Sienna,65,17.12037037037037,250.2962962962963,247.2037037037037,17.12037037037037,77.12037037037037,137.12037037037038
4021,Raw Sienna,65,17.185185185185187,250.9351851851852,246.37037037037038,17.185185185185187,77.18518518518519,137.1851851851852
4022,Raw Sienna,65,17.12962962962963,249.82407407407408,247.5462962962963,17.12962962962963,77.12962962962963,137.12962962962962
4023,Raw Sienna,65,17.175925925925927,248.2962962962963,248.4814814814815,17.175925925925927,77.17592592592592,137.17592592592592
4024,Raw Sienna,65,17.12037037037037,250.78703703703704,246.28703703703704,17.12037037037037,77.12037037037037,137.12037037037038
4025,Raw Sienna,65,17.12037037037037,250.87037037037038,246.4814814814815,17.12037037037037,77.12037037037037,137.12037037037038
4026,Raw Sienna,65,17.166666666666668,248.96296296296296,248.50925925925927,17.166666666666668,77.16666666666667,137.16666666666666
4027,Raw Sienna,65,17.12037037037037,250.1851851851852,247.38888888888889,17.12037037037037,77.12037037037037,137.12037037037038
4028,Raw Sienna,65,17.14814814814815,249.2685185185185,248.5648148148148,17.14814814814815,77.14814814814815,137.14814814814815
4029,Raw Sienna,65,17.194444444444443,249.12037037037038,248.66666666666666,17.194444444444443,77.19444444444444,137.19444444444446
4030,Quinacridone Gold,66,17.99074074074074,251.83333333333334,252.5,17.99074074074074,77.99074074074073,137.99074074074073
4031,Quinacridone Gold,66,18.0,252.21296296296296,252.53703703703704,18.0,78.0,138.0
4032,Quinacridone Gold,66,18.0,252.58333333333334,252.14814814814815,18.0,78.0,138.0
4033,Quinacridone Gold,66,18.0,252.87962962962962,251.83333333333334,18.0,78.0,138.0
4034,Quinacridone Gold,66,18.0,252.90740740740742,251.87037037037038,18.0,78.0,138.0
4035,Quinacridone Gold,66,18.0,252.6851851851852,252.11111111111111,18.0,78.0,138.0
4036,Quinacridone Gold,66,18.0,252.2685185185185,252.41666666666666,18.0,78.0,138.0
4037,Quinacridone Gold,66,17.97222222222222,251.87037037037038,252.40740740740742,17.97222222222222,77.97222222222223,137.97222222222223
4038,Quinacridone Gold,66,18.0,252.35185185185185,252.22222222222223,18.0,78.0,138.0
4039,Quinacridone Gold,66,18.0,252.41666666666666,252.4351851851852,18.0,78.0,138.0
4040,Quinacridone Gold,66,18.0,252.32407407407408,252.46296296296296,18.0,78.0,138.0
4041,Quinacridone Gold,66,18.0,252.5,252.37037037037038,18.0,78.0,138.0
4042,Quinacridone Gold,66,18.0,252.62037037037038,252.1851851851852,18.0,78.0,138.0
4043,Quinacridone Gold,66,18.0,252.67592592592592,252.00925925925927,18.0,78.0,138.0
4044,Quinacridone Gold,66,18.0,252.62037037037038,251.9814814814815,18.0,78.0,138.0
4045,Quinacridone Gold,66,18.00925925925926,252.24074074074073,251.9814814814815,18.00925925925926,78.00925925925927,138.00925925925927
4046,Quinacridone Gold,66,18.0,252.61111111111111,252.35185185185185,18.0,78.0,138.0
4047,Quinacridone Gold,66,18.0,252.87037037037038,252.4537037037037,18.0,78.0,138.0
4048,Quinacridone Gold,66,18.0,253.07407407407408,252.2685185185185,18.0,78.0,138.0
4049,Quinacridone Gold,66,18.0,253.09259259259258,252.32407407407408,18.0,78.0,138.0
4050,Quinacridone Gold,66,18.0,252.5648148148148,252.92592592592592,18.0,78.0,138.0
4051,Quinacridone Gold,66,18.0,252.37037037037038,253.03703703703704,18.0,78.0,138.0
4052,Quinacridone Gold,66,18.0,252.3148148148148,253.11111111111111,18.0,78.0,138.0
4053,Quinacridone Gold,66,18.0,252.05555555555554,252.9814814814815,18.0,78.0,138.0
4054,Quinacridone Gold,66,18.0,252.78703703703704,252.5,18.0,78.0,138.0
4055,Quinacridone Gold,66,18.0,252.67592592592592,252.89814814814815,18.0,78.0,138.0
